Título,Título Original,Año,Duración,Género,País,Puntuación Media,Número de Puntuaciones,Director,Reparto,Sinopsis,Enlace
Una cuestión de género,On the Basis of Sex,2018,120,Drama,Estados Unidos,"6,3",4.557,Mimi Leder,"Felicity Jones, Armie Hammer, Kathy Bates, Sam Waterston, Justin Theroux, Jack Reynor, Stephen Root, Cailee Spaeny","Biopic sobre la jueza del Tribunal Supremo de los EE. UU. Ruth Bader Ginsburg, la segunda mujer en la historia (tras Sandra Day O'Connor) que sirvió en este alto órgano judicial. Ginsburg fue nombrada para el alto tribunal en 1993 por el Presidente Bill Clinton. Ruth, junto a su marido el abogado Martin Ginsburg, cambió el curso de la historia con un singular caso sobre discriminación de género que abrió el camino para la igualdad en los Tribunales.",https://www.filmaffinity.com/es/film216003.html
La excavación,The Dig,2021,112,Drama,Reino Unido,"6,3",7.417,Simon Stone,"Carey Mulligan, Ralph Fiennes, Lily James, Johnny Flynn, Ben Chaplin, Ken Stott, Monica Dolan, Arsher Ali","Crónica de la relación entre la terrateniente Edith Pretty y Basil Brown, el arqueólogo que impulsó la excavación de Sutton Hoo en 1938, cuando el mundo se preparaba para la guerra. (FILMAFFINITY)",https://www.filmaffinity.com/es/film171889.html
Big Bad Wolves,Big Bad Wolves,2013,110,Thriller,Israel,"6,3",8.137,"Aharon Keshales, Navot Papushado","Tzahi Grad, Lior Ashkenazi, Rotem Keinan, Nati Kluger, Doval'e Glickman, Menashe Noy, Dvir Benedek, Kais Nashif","Una serie de brutales asesinatos ponen en contacto a tres hombres: el padre de la última víctima, sediento de venganza; un justiciero detective de policía que opera en los límites de la ley y el principal sospechoso de los homicidios, un profesor de religión arrestado y luego liberado debido a una negligencia policial. (FILMAFFINITY)",https://www.filmaffinity.com/es/film511165.html
Nuestro último verano en Escocia,What We Did on Our Holiday,2014,95,"Comedia, Drama",Reino Unido,"6,3",8.689,"Andy Hamilton, Guy Jenkin","Rosamund Pike, David Tennant, Billy Connolly, Celia Imrie, Emilia Jones, Ben Miller, Amelia Bullmore, Bobby Smalldridge","Doug y Abi son dos padres normales que tienen tres hijos encantadores aunque muy excéntricos. Cuando el estrés de ser padres pone en peligro su estabilidad mental y su matrimonio, deciden realizar un viaje a Escocia con sus hijos. Allí participarán en una gran reunión familiar y se reencontrarán con Gordie, el increíblemente extravagante padre de Doug. Sin embargo, lo que prometían ser unas vacaciones para la reconciliación pronto se convierte en un campo de minas no exento de situaciones hilarantes en el que rencores familiares, malentendidos y egos maltrechos conforman el orden del día. Cuando los niños precipitan un giro inesperado en los acontecimientos, la familia se ve obligada a aparcar sus diferencias y a colaborar, pues de lo contrario corren el riesgo de perder aquello que más aprecian. (FILMAFFINITY)",https://www.filmaffinity.com/es/film321014.html
Juego de armas,War Dogs,2016,114,"Thriller, Drama",Estados Unidos,"6,3",13.619,Todd Phillips,"Jonah Hill, Miles Teller, Ana de Armas, Kevin Pollak, Bradley Cooper, JB Blanc, Shaun Toub, Patrick St. Esprit","En el año 2005 dos jóvenes amigos, Efraim Diveroli y David Packouz, decidieron montar una empresa para vender armas. En poco tiempo comenzaron a ganar mucho dinero. Su mayor éxito fue conseguir un contrato de 300 millones de dólares con el gobierno de Estados Unidos para armar a las tropas aliadas del ejército norteamericano que en ese momento combatían en Afganistán. (FILMAFFINITY)",https://www.filmaffinity.com/es/film914284.html
La bella y la bestia,Beauty and the Beast,2017,123,"Romance, Musical, Fantástico",Estados Unidos,"6,3",25.572,Bill Condon,"Emma Watson, Dan Stevens, Luke Evans, Kevin Kline, Emma Thompson, Ewan McGregor, Josh Gad, Ian McKellen","Adaptación en imagen real del clásico de Disney ""La bella y la bestia"", que cuenta la historia de Bella (Emma Watson), una joven brillante y enérgica, que sueña con aventuras y un mundo que se extiende más allá de los confines de su pueblo en Francia. Independiente y reservada, Bella no quiere saber nada con el arrogante y engreído Gastón, quien la persigue sin descanso. Todo cambia un día cuando su padre Maurice (Kevin Kline) es encarcelado en el castillo de una horrible Bestia, y Bella se ofrece a intercambiarse con su padre y queda recluida en el castillo. Rápidamente se hace amiga del antiguo personal del lugar, que fue transformado en objetos del hogar tras una maldición lanzada por una hechicera. (FILMAFFINITY)",https://www.filmaffinity.com/es/film861877.html
Midsommar,Midsommar,2019,145,"Terror, Intriga, Drama",Estados Unidos,"6,3",27.906,Ari Aster,"Florence Pugh, Jack Reynor, Will Poulter, William Jackson Harper, Ellora Torchia, Archie Madekwe, Vilhelm Blomgren, Julia Ragnarsson","Una pareja estadounidense que no está pasando por su mejor momento acude con unos amigos al Midsommar, un festival de verano que se celebra cada 90 años en una aldea remota de Suecia. Lo que comienza como unas vacaciones de ensueño en un lugar en el que el sol no se pone nunca, poco a poco se convierte en una oscura pesadilla cuando los misteriosos aldeanos les invitan a participar en sus perturbadoras actividades festivas.",https://www.filmaffinity.com/es/film599419.html
Foxtrot,Foxtrot,2017,113,Drama,Israel,"6,3",1.050,Samuel Maoz,"Lior Ashkenazi, Sarah Adler, Yonaton Shiray, Shira Haas, Irit Kaplan, Dekel Adin, Eden Gamliel, Karin Ugowski",Una familia con problemas tiene que afrontar los hechos después de un grave suceso en el lejano control fronterizo donde estaba destinado su hijo cuando realizaba su servicio militar. (FILMAFFINITY),https://www.filmaffinity.com/es/film111624.html
Clara y Claire,Celle que vous croyez,2019,101,"Drama, Romance",Francia,"6,3",1.619,Safy Nebbou,"Juliette Binoche, Charles Berling, François Civil, Nicole García, Guillaume Gouix, Jules Houplain, Claude Perron, Marie-Ange Casta","Claire, una profesora divorciada en la cincuentena, se crea un perfil falso de Facebook como una chica de 24 años. Encuentra una foto de una chica guapa en internet y la usa para ello. Al principio lo hace para espiar a su amante ocasional, Ludovico, pero una día solicita en esa red social amistad al mejor amigo de él, Alex, y éste acepta. Los dos empiezan a intercambiar mensajes y su amistad virtual evoluciona en una falsa historia de amor. (FILMAFFINITY)",https://www.filmaffinity.com/es/film476901.html
Missing,Missing,2023,111,"Thriller, Drama",Estados Unidos,"6,3",2.109,"Nicholas D. Johnson, Will Merrick","Storm Reid, Nia Long, Amy Landecker, Ken Leung, Thomas Barbusca, Lisa Yamada, Joaquim de Almeida, Tim Griffin","Cuando su madre desaparece estando de vacaciones en Colombia con su nuevo novio, la búsqueda de respuestas por parte de June se ve entorpecida por la burocracia internacional. Atascada en Los Ángeles, a miles de kilómetros de distancia, June utiliza toda la tecnología a su disposición para intentar encontrarla antes de que sea demasiado tarde. Pero cuanto más profundiza en su búsqueda, su investigación digital levanta más preguntas que respuestas… y cuando June revela secretos sobre su madre, se da cuenta de que nunca la conoció realmente. Secuela de 'Searching' (2018).",https://www.filmaffinity.com/es/film925874.html
El caso Fritz Bauer,Der Staat gegen Fritz Bauer,2015,105,Drama,Alemania,"6,3",2.117,Lars Kraume,"Burghart Klaußner, Ronald Zehrfeld, Dani Levy, Sebastian Blomberg, Laura Tonke, Robert Atzorn, Michael Schenk, Matthias Weidenhöfer","En 1957, doce años después de la II Guerra Mundial (1939-1945) y del fin del Tercer Reich, el Fiscal General Fritz Bauer se comprome a detener a los criminales nazis. El hecho decisivo es la localización del Adolf Eichmann, miembro clave de las SS. (FILMAFFINITY)",https://www.filmaffinity.com/es/film809498.html
Competencia oficial,Competencia oficial,2021,114,Comedia,España,"6,3",4.684,"Gastón Duprat, Mariano Cohn","Antonio Banderas, Penélope Cruz, Oscar Martínez, Irene Escolar, José Luis Gómez, Manolo Solo, Nagore Aranburu, Pilar Castro","En busca de trascendencia y prestigio social, un empresario multimillonario decide hacer una película que deje huella. Para ello, contrata a los mejores: un equipo estelar formado por la celebérrima cineasta Lola Cuevas (Penélope Cruz) y dos reconocidos actores, dueños de un talento enorme, pero con un ego aún más grande: el actor de Hollywood Félix Rivero (Antonio Banderas) y el actor radical de teatro Iván Torres (Oscar Martínez). Ambos son leyendas, pero no exactamente los mejores amigos. A través de una serie de pruebas cada vez más excéntricas establecidas por Lola, Félix e Iván deben enfrentarse no solo entre sí, sino también con sus propios legados. (FILMAFFINITY)",https://www.filmaffinity.com/es/film744886.html
La estafa (Bad Education),Bad Education,2019,103,"Drama, Comedia",Estados Unidos,"6,3",4.942,Cory Finley,"Hugh Jackman, Allison Janney, Geraldine Viswanathan, Alex Wolff, Kathrine Narducci, Rafael Casal, Jimmy Tatro, Ray Romano","Frank Tassone (Hugh Jackman) es uno de los gerentes más destacados del distrito escolar de Roslyn, que vive para asegurarse que la educación de los alumnos sea la mejor que estos puedan recibir. De forma paralela, se lucra personalmente con los fondos públicos para vivir una vida llena de lujos.",https://www.filmaffinity.com/es/film317026.html
Día de patriotas,Patriots Day,2016,130,"Thriller, Drama",Estados Unidos,"6,3",6.913,Peter Berg,"Mark Wahlberg, John Goodman, Kevin Bacon, J.K. Simmons, Michelle Monaghan, Rachel Brosnahan, Alex Wolff, Melissa Benoist","Basada en el atentado de la Maratón de Boston, cuenta la historia del agente Tommy Saunders (Mark Wahlberg), que investiga los acontecimientos tras el acto terrorista, ofreciendo una exhaustiva narración de la persecución que se llevó a cabo por toda la ciudad para dar caza a los causantes del atentado. (FILMAFFINITY)",https://www.filmaffinity.com/es/film475751.html
Indiana Jones y el dial del destino,Indiana Jones and the Dial of Destiny,2023,154,"Aventuras, Acción",Estados Unidos,"6,3",13.424,James Mangold,"Harrison Ford, Mads Mikkelsen, Phoebe Waller-Bridge, Antonio Banderas, Karen Allen, Boyd Holbrook, Toby Jones, Shaunette Renée Wilson","El arqueólogo Indiana Jones deberá emprender otra aventura contra el tiempo para intentar recuperar un dial legendario que puede cambiar el curso de la historia. Acompañado por su ahijada, Jones pronto se encuentra enfrentándose a Jürgen Voller, un ex nazi que trabaja para la NASA. (FILMAFFINITY)",https://www.filmaffinity.com/es/film989177.html
Día de lluvia en Nueva York,A Rainy Day in New York,2019,92,"Romance, Comedia",Estados Unidos,"6,3",14.804,Woody Allen,"Timothée Chalamet, Elle Fanning, Selena Gomez, Jude Law, Diego Luna, Liev Schreiber, Annaleigh Ashford, Rebecca Hall","Gatsby Welles (Timothée Chalamet) y Ashleigh (Elle Fanning) son una joven pareja enamorada de universitarios que se dispone a pasar un fin de semana en la ciudad de Nueva York. Ella va a entrevistar al reconocido cineasta Roland Pollard (Liev Schreiber), que pasa por un momento de crisis creativa, y durante su azarosa aventura conocerá al cautivador actor Francisco Vega (Diego Luna). Por su parte, Gatsby también conocerá a una joven, Chan (Selena Gómez), que le ayudará a poner en orden sus sentimientos. El lluvioso fin de semana estará plagado de encuentros, desencuentros y equívocos. (FILMAFFINITY)",https://www.filmaffinity.com/es/film936907.html
Foxcatcher,Foxcatcher,2014,130,Drama,Estados Unidos,"6,3",15.868,Bennett Miller,"Channing Tatum, Steve Carell, Mark Ruffalo, Sienna Miller, Anthony Michael Hall, Vanessa Redgrave, Sherry Hudak-Weinhardt, Guy Boyd","Cuando Mark Schultz (Channing Tatum), medallista de oro olímpico, es invitado por el rico heredero John du Pont (Steve Carell) a su magnífica mansión para ayudarle a crear un campo de entrenamiento de alto nivel en el que preparar a un equipo para los Juegos Olímpicos de Seúl de 1988, Schultz dice que sí inmediatamente. La razón es que allí espera poder concentrarse en los entrenamientos y evitar así que su hermano Dave (Mark Ruffalo) lo adelante siempre. (FILMAFFINITY)",https://www.filmaffinity.com/es/film423489.html
Black Mirror: Bandersnatch,Black Mirror: Bandersnatch,2018,90,"Thriller, Ciencia ficción, Drama",Reino Unido,"6,3",20.589,David Slade,"Fionn Whitehead, Will Poulter, Asim Chaudhry, Alice Lowe, Craig Parkinson, Catriona Knox, Tallulah Haddon, Laura Evelyn","En 1984, un joven programador intenta adaptar una caótica novela de fantasía a un vídeojuego. Un desafío alucinante que le llevará a cuestionarse la realidad que le rodea. Película interactiva de ""Black Mirror"", dirigida por David Slade, en la que el espectador puede tomar decisiones que cambian el rumbo de la historia, entre más de cinco finales posibles y 300 minutos filmados en total. También existe la opción de ver la película sin tomar ninguna decisión, lo que da como resultado un film de 90 minutos. (FILMAFFINITY)",https://www.filmaffinity.com/es/film479822.html
La gran estafa americana,American Hustle,2013,138,"Drama, Comedia, Intriga",Estados Unidos,"6,3",47.489,David O. Russell,"Christian Bale, Amy Adams, Bradley Cooper, Jennifer Lawrence, Jeremy Renner, Louis C.K., Michael Peña, Jack Huston","Estado de Nueva York, años setenta. Irving Rosenfeld (Christian Bale), un brillante estafador, y su inteligente y seductora compañera Sydney Prosser (Amy Adams) se ven obligados a trabajar para un tempestuoso agente del FBI, Richie DiMaso (Bradley Cooper), que sin querer los arrastra al peligroso mundo de la política y la mafia de Nueva Jersey. (FILMAFFINITY)",https://www.filmaffinity.com/es/film896227.html
El Hobbit: La batalla de los cinco ejércitos,The Hobbit: The Battle of the Five Armies,2014,144,"Fantástico, Aventuras, Acción",Nueva Zelanda,"6,3",48.381,Peter Jackson,"Martin Freeman, Ian McKellen, Richard Armitage, Luke Evans, Orlando Bloom, Aidan Turner, Evangeline Lilly, Lee Pace","Después de haber recuperado el reino del Dragón Smaug en la montaña, la Compañía ha desencadenado, sin querer, una potencia maligna. Un Smaug enfurecido vuela hacia la Ciudad del Lago para acabar con cualquier resto de vida. Obsesionado con las enormes riquezas en su poder, el rey enano Thorin se vuelve codicioso, mientras Bilbo intenta hacerle entrar en razón haciendo algo desesperado y peligroso. Pero hay aún mayores peligros por delante. Sin la ayuda del mago Gandalf, su gran enemigo Sauron ha enviado legiones de orcos hacia la Montaña Solitaria en un ataque épico. Cuando la oscuridad se cierna sobre ellos, las razas de los Enanos, Elfos y Hombres deberán decidir si unirse o ser destruidos. Bilbo se encontrará así en la batalla épica de los Cinco Ejércitos, donde el futuro de la Tierra Media está en juego. (FILMAFFINITY)",https://www.filmaffinity.com/es/film583347.html
Sobre lo infinito,Om det oändliga,2019,76,Drama,Suecia,"6,3",1.047,Roy Andersson,"Martin Serner, Jessica Louthander, Tatiana Delaunay, Anders Hellström, Jan-Eje Ferling, Thore Flygel, Stefan Karlsson, Bengt Bergius","Inspirada en el cuento de ""Las mil y una noches"", la celebrada colección de historias de oriente medio y de historia india, la película busca ser una yuxtaposición de las distintas etapas que un ser humano atraviesa en la vida. Desde los momentos más preciosos de la existencia hasta el despertar intelectual que nos lleva a tratar de guardar la vida como un tesoro y a compartirla con aquellos a los que amamos. (FILMAFFINITY)",https://www.filmaffinity.com/es/film915671.html
